"algo","PA","run","TSS","species","AUC","species_original","n_occ"
"MAXNET","PA1","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MARS","PA1","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"GAM","PA1","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"XGBOOST","PA1","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"RF","PA2","RUN1",0.77,"Hemigrapsustakanoi",0.969,"hemigrapsus_takanoi",132
"MAXNET","PA2","RUN1",0.745,"Hemigrapsustakanoi",0.955,"hemigrapsus_takanoi",132
"MARS","PA2","RUN1",0.682,"Hemigrapsustakanoi",0.95,"hemigrapsus_takanoi",132
"GAM","PA2","RUN1",0.745,"Hemigrapsustakanoi",0.945,"hemigrapsus_takanoi",132
"XGBOOST","PA2","RUN1",0.72,"Hemigrapsustakanoi",0.943,"hemigrapsus_takanoi",132
"RF","PA2","RUN2",0.702,"Hemigrapsustakanoi",0.969,"hemigrapsus_takanoi",132
"MAXNET","PA2","RUN2",0.762,"Hemigrapsustakanoi",0.943,"hemigrapsus_takanoi",132
"MARS","PA2","RUN2",0.762,"Hemigrapsustakanoi",0.942,"hemigrapsus_takanoi",132
"GAM","PA2","RUN2",0.713,"Hemigrapsustakanoi",0.938,"hemigrapsus_takanoi",132
"XGBOOST","PA2","RUN2",0.739,"Hemigrapsustakanoi",0.938,"hemigrapsus_takanoi",132
"RF","PA2","RUN3",0.693,"Hemigrapsustakanoi",0.945,"hemigrapsus_takanoi",132
"MAXNET","PA2","RUN3",0.695,"Hemigrapsustakanoi",0.94,"hemigrapsus_takanoi",132
"MARS","PA2","RUN3",0.683,"Hemigrapsustakanoi",0.936,"hemigrapsus_takanoi",132
"GAM","PA2","RUN3",0.786,"Hemigrapsustakanoi",0.91,"hemigrapsus_takanoi",132
"XGBOOST","PA2","RUN3",0.658,"Hemigrapsustakanoi",0.912,"hemigrapsus_takanoi",132
"RF","PA2","RUN4",0.789,"Hemigrapsustakanoi",0.968,"hemigrapsus_takanoi",132
"MAXNET","PA2","RUN4",0.763,"Hemigrapsustakanoi",0.954,"hemigrapsus_takanoi",132
"MARS","PA2","RUN4",0.789,"Hemigrapsustakanoi",0.941,"hemigrapsus_takanoi",132
"GAM","PA2","RUN4",0.75,"Hemigrapsustakanoi",0.921,"hemigrapsus_takanoi",132
"XGBOOST","PA2","RUN4",0.788,"Hemigrapsustakanoi",0.95,"hemigrapsus_takanoi",132
"RF","PA2","RUN5",0.758,"Hemigrapsustakanoi",0.958,"hemigrapsus_takanoi",132
"MAXNET","PA2","RUN5",0.784,"Hemigrapsustakanoi",0.969,"hemigrapsus_takanoi",132
"MARS","PA2","RUN5",0.772,"Hemigrapsustakanoi",0.947,"hemigrapsus_takanoi",132
"GAM","PA2","RUN5",0.784,"Hemigrapsustakanoi",0.947,"hemigrapsus_takanoi",132
"XGBOOST","PA2","RUN5",0.835,"Hemigrapsustakanoi",0.94,"hemigrapsus_takanoi",132
"RF","PA2","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MAXNET","PA2","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MARS","PA2","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"GAM","PA2","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"XGBOOST","PA2","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"RF","PA3","RUN1",0.872,"Hemigrapsustakanoi",0.988,"hemigrapsus_takanoi",132
"MAXNET","PA3","RUN1",0.911,"Hemigrapsustakanoi",0.975,"hemigrapsus_takanoi",132
"MARS","PA3","RUN1",0.847,"Hemigrapsustakanoi",0.983,"hemigrapsus_takanoi",132
"GAM","PA3","RUN1",0.911,"Hemigrapsustakanoi",0.974,"hemigrapsus_takanoi",132
"XGBOOST","PA3","RUN1",0.872,"Hemigrapsustakanoi",0.97,"hemigrapsus_takanoi",132
"RF","PA3","RUN2",0.789,"Hemigrapsustakanoi",0.967,"hemigrapsus_takanoi",132
"MAXNET","PA3","RUN2",0.738,"Hemigrapsustakanoi",0.933,"hemigrapsus_takanoi",132
"MARS","PA3","RUN2",0.687,"Hemigrapsustakanoi",0.941,"hemigrapsus_takanoi",132
"GAM","PA3","RUN2",0.738,"Hemigrapsustakanoi",0.919,"hemigrapsus_takanoi",132
"XGBOOST","PA3","RUN2",0.688,"Hemigrapsustakanoi",0.924,"hemigrapsus_takanoi",132
"RF","PA3","RUN3",0.847,"Hemigrapsustakanoi",0.988,"hemigrapsus_takanoi",132
"MAXNET","PA3","RUN3",0.822,"Hemigrapsustakanoi",0.975,"hemigrapsus_takanoi",132
"MARS","PA3","RUN3",0.849,"Hemigrapsustakanoi",0.974,"hemigrapsus_takanoi",132
"GAM","PA3","RUN3",0.709,"Hemigrapsustakanoi",0.944,"hemigrapsus_takanoi",132
"XGBOOST","PA3","RUN3",0.798,"Hemigrapsustakanoi",0.947,"hemigrapsus_takanoi",132
"RF","PA3","RUN4",0.601,"Hemigrapsustakanoi",0.891,"hemigrapsus_takanoi",132
"MAXNET","PA3","RUN4",0.651,"Hemigrapsustakanoi",0.92,"hemigrapsus_takanoi",132
"MARS","PA3","RUN4",0.515,"Hemigrapsustakanoi",0.897,"hemigrapsus_takanoi",132
"GAM","PA3","RUN4",0.65,"Hemigrapsustakanoi",0.906,"hemigrapsus_takanoi",132
"XGBOOST","PA3","RUN4",0.602,"Hemigrapsustakanoi",0.883,"hemigrapsus_takanoi",132
"RF","PA3","RUN5",0.693,"Hemigrapsustakanoi",0.96,"hemigrapsus_takanoi",132
"MAXNET","PA3","RUN5",0.731,"Hemigrapsustakanoi",0.935,"hemigrapsus_takanoi",132
"MARS","PA3","RUN5",0.72,"Hemigrapsustakanoi",0.908,"hemigrapsus_takanoi",132
"GAM","PA3","RUN5",0.681,"Hemigrapsustakanoi",0.943,"hemigrapsus_takanoi",132
"XGBOOST","PA3","RUN5",0.732,"Hemigrapsustakanoi",0.931,"hemigrapsus_takanoi",132
"RF","PA3","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MAXNET","PA3","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MARS","PA3","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"GAM","PA3","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"XGBOOST","PA3","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"RF","allData","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MAXNET","allData","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"MARS","allData","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"GAM","allData","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"XGBOOST","allData","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
"RF","PA1","RUN1",0.547,"Herdmaniamomus",0.761,"herdmania_momus",44
"MAXNET","PA1","RUN1",0.397,"Herdmaniamomus",0.803,"herdmania_momus",44
"MARS","PA1","RUN1",0.432,"Herdmaniamomus",0.859,"herdmania_momus",44
"GAM","PA1","RUN1",0.244,"Herdmaniamomus",0.752,"herdmania_momus",44
"XGBOOST","PA1","RUN1",0.547,"Herdmaniamomus",0.776,"herdmania_momus",44
"RF","PA1","RUN2",0.37,"Herdmaniamomus",0.852,"herdmania_momus",44
"MAXNET","PA1","RUN2",0.519,"Herdmaniamomus",0.872,"herdmania_momus",44
"MARS","PA1","RUN2",0.37,"Herdmaniamomus",0.815,"herdmania_momus",44
"GAM","PA1","RUN2",0.667,"Herdmaniamomus",0.835,"herdmania_momus",44
"XGBOOST","PA1","RUN2",0.407,"Herdmaniamomus",0.741,"herdmania_momus",44
"RF","PA1","RUN3",0.192,"Herdmaniamomus",0.659,"herdmania_momus",44
"MAXNET","PA1","RUN3",0.365,"Herdmaniamomus",0.74,"herdmania_momus",44
"MARS","PA1","RUN3",0.413,"Herdmaniamomus",0.745,"herdmania_momus",44
"GAM","PA1","RUN3",0.26,"Herdmaniamomus",0.683,"herdmania_momus",44
"XGBOOST","PA1","RUN3",-0.01,"Herdmaniamomus",0.56,"herdmania_momus",44
"RF","PA1","RUN4",0.259,"Herdmaniamomus",0.792,"herdmania_momus",44
"MAXNET","PA1","RUN4",0.296,"Herdmaniamomus",0.794,"herdmania_momus",44
"MARS","PA1","RUN4",0.296,"Herdmaniamomus",0.753,"herdmania_momus",44
"GAM","PA1","RUN4",0.519,"Herdmaniamomus",0.802,"herdmania_momus",44
"XGBOOST","PA1","RUN4",0.259,"Herdmaniamomus",0.751,"herdmania_momus",44
"RF","PA1","RUN5",0.406,"Herdmaniamomus",0.94,"herdmania_momus",44
"MAXNET","PA1","RUN5",0.406,"Herdmaniamomus",0.855,"herdmania_momus",44
"MARS","PA1","RUN5",0.479,"Herdmaniamomus",0.846,"herdmania_momus",44
"GAM","PA1","RUN5",0.479,"Herdmaniamomus",0.803,"herdmania_momus",44
"XGBOOST","PA1","RUN5",0.59,"Herdmaniamomus",0.868,"herdmania_momus",44
"RF","PA1","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MAXNET","PA1","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MARS","PA1","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"GAM","PA1","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"XGBOOST","PA1","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"RF","PA2","RUN1",0.295,"Herdmaniamomus",0.861,"herdmania_momus",44
"MAXNET","PA2","RUN1",0.107,"Herdmaniamomus",0.756,"herdmania_momus",44
"MARS","PA2","RUN1",0.218,"Herdmaniamomus",0.838,"herdmania_momus",44
"GAM","PA2","RUN1",0.291,"Herdmaniamomus",0.701,"herdmania_momus",44
"XGBOOST","PA2","RUN1",0.145,"Herdmaniamomus",0.814,"herdmania_momus",44
"RF","PA2","RUN2",0.481,"Herdmaniamomus",0.848,"herdmania_momus",44
"MAXNET","PA2","RUN2",0.593,"Herdmaniamomus",0.827,"herdmania_momus",44
"MARS","PA2","RUN2",0.333,"Herdmaniamomus",0.763,"herdmania_momus",44
"GAM","PA2","RUN2",0.519,"Herdmaniamomus",0.827,"herdmania_momus",44
"XGBOOST","PA2","RUN2",0.444,"Herdmaniamomus",0.798,"herdmania_momus",44
"RF","PA2","RUN3",0.481,"Herdmaniamomus",0.841,"herdmania_momus",44
"MAXNET","PA2","RUN3",0.529,"Herdmaniamomus",0.875,"herdmania_momus",44
"MARS","PA2","RUN3",0.567,"Herdmaniamomus",0.885,"herdmania_momus",44
"GAM","PA2","RUN3",0.567,"Herdmaniamomus",0.796,"herdmania_momus",44
"XGBOOST","PA2","RUN3",0.288,"Herdmaniamomus",0.695,"herdmania_momus",44
"RF","PA2","RUN4",0.296,"Herdmaniamomus",0.79,"herdmania_momus",44
"MAXNET","PA2","RUN4",0.333,"Herdmaniamomus",0.811,"herdmania_momus",44
"MARS","PA2","RUN4",0.222,"Herdmaniamomus",0.728,"herdmania_momus",44
"GAM","PA2","RUN4",0.296,"Herdmaniamomus",0.745,"herdmania_momus",44
"XGBOOST","PA2","RUN4",0.037,"Herdmaniamomus",0.776,"herdmania_momus",44
"RF","PA2","RUN5",0.252,"Herdmaniamomus",0.784,"herdmania_momus",44
"MAXNET","PA2","RUN5",0.474,"Herdmaniamomus",0.808,"herdmania_momus",44
"MARS","PA2","RUN5",0.214,"Herdmaniamomus",0.703,"herdmania_momus",44
"GAM","PA2","RUN5",0.432,"Herdmaniamomus",0.763,"herdmania_momus",44
"XGBOOST","PA2","RUN5",0.363,"Herdmaniamomus",0.782,"herdmania_momus",44
"RF","PA2","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MAXNET","PA2","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MARS","PA2","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"GAM","PA2","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"XGBOOST","PA2","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"RF","PA3","RUN1",0.333,"Herdmaniamomus",0.833,"herdmania_momus",44
"MAXNET","PA3","RUN1",0.658,"Herdmaniamomus",0.876,"herdmania_momus",44
"MARS","PA3","RUN1",0.735,"Herdmaniamomus",0.872,"herdmania_momus",44
"GAM","PA3","RUN1",0.547,"Herdmaniamomus",0.821,"herdmania_momus",44
"XGBOOST","PA3","RUN1",0.479,"Herdmaniamomus",0.806,"herdmania_momus",44
"RF","PA3","RUN2",0.407,"Herdmaniamomus",0.805,"herdmania_momus",44
"MAXNET","PA3","RUN2",0.444,"Herdmaniamomus",0.854,"herdmania_momus",44
"MARS","PA3","RUN2",0.407,"Herdmaniamomus",0.811,"herdmania_momus",44
"GAM","PA3","RUN2",0.556,"Herdmaniamomus",0.835,"herdmania_momus",44
"XGBOOST","PA3","RUN2",0.296,"Herdmaniamomus",0.7,"herdmania_momus",44
"RF","PA3","RUN3",0.173,"Herdmaniamomus",0.808,"herdmania_momus",44
"MAXNET","PA3","RUN3",0.519,"Herdmaniamomus",0.861,"herdmania_momus",44
"MARS","PA3","RUN3",0.519,"Herdmaniamomus",0.853,"herdmania_momus",44
"GAM","PA3","RUN3",0.644,"Herdmaniamomus",0.827,"herdmania_momus",44
"XGBOOST","PA3","RUN3",0.394,"Herdmaniamomus",0.724,"herdmania_momus",44
"RF","PA3","RUN4",0.444,"Herdmaniamomus",0.842,"herdmania_momus",44
"MAXNET","PA3","RUN4",0.741,"Herdmaniamomus",0.881,"herdmania_momus",44
"MARS","PA3","RUN4",0.704,"Herdmaniamomus",0.899,"herdmania_momus",44
"GAM","PA3","RUN4",0.667,"Herdmaniamomus",0.891,"herdmania_momus",44
"XGBOOST","PA3","RUN4",0.37,"Herdmaniamomus",0.831,"herdmania_momus",44
"RF","PA3","RUN5",0.325,"Herdmaniamomus",0.778,"herdmania_momus",44
"MAXNET","PA3","RUN5",0.397,"Herdmaniamomus",0.675,"herdmania_momus",44
"MARS","PA3","RUN5",0.291,"Herdmaniamomus",0.618,"herdmania_momus",44
"GAM","PA3","RUN5",0.321,"Herdmaniamomus",0.748,"herdmania_momus",44
"XGBOOST","PA3","RUN5",0.402,"Herdmaniamomus",0.688,"herdmania_momus",44
"RF","PA3","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MAXNET","PA3","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MARS","PA3","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"GAM","PA3","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"XGBOOST","PA3","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"RF","allData","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MAXNET","allData","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"MARS","allData","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"GAM","allData","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"XGBOOST","allData","allRun",NA,"Herdmaniamomus",NA,"herdmania_momus",44
"RF","PA1","RUN1",0.911,"Hydroideselegans",0.972,"hydroides_elegans",75
"MAXNET","PA1","RUN1",0.778,"Hydroideselegans",0.965,"hydroides_elegans",75
"MARS","PA1","RUN1",0.711,"Hydroideselegans",0.917,"hydroides_elegans",75
"GAM","PA1","RUN1",0.4,"Hydroideselegans",0.784,"hydroides_elegans",75
"XGBOOST","PA1","RUN1",0.622,"Hydroideselegans",0.927,"hydroides_elegans",75
"RF","PA1","RUN2",0.489,"Hydroideselegans",0.771,"hydroides_elegans",75
"MAXNET","PA1","RUN2",0.4,"Hydroideselegans",0.777,"hydroides_elegans",75
"MARS","PA1","RUN2",0.422,"Hydroideselegans",0.785,"hydroides_elegans",75
"GAM","PA1","RUN2",0.289,"Hydroideselegans",0.657,"hydroides_elegans",75
"XGBOOST","PA1","RUN2",0.489,"Hydroideselegans",0.838,"hydroides_elegans",75
"RF","PA1","RUN3",0.689,"Hydroideselegans",0.868,"hydroides_elegans",75
"MAXNET","PA1","RUN3",0.578,"Hydroideselegans",0.827,"hydroides_elegans",75
"MARS","PA1","RUN3",0.6,"Hydroideselegans",0.833,"hydroides_elegans",75
"GAM","PA1","RUN3",0.178,"Hydroideselegans",0.683,"hydroides_elegans",75
"XGBOOST","PA1","RUN3",0.667,"Hydroideselegans",0.831,"hydroides_elegans",75
"RF","PA1","RUN4",0.4,"Hydroideselegans",0.837,"hydroides_elegans",75
"MAXNET","PA1","RUN4",0.444,"Hydroideselegans",0.816,"hydroides_elegans",75
"MARS","PA1","RUN4",0.356,"Hydroideselegans",0.769,"hydroides_elegans",75
"GAM","PA1","RUN4",0.533,"Hydroideselegans",0.753,"hydroides_elegans",75
"XGBOOST","PA1","RUN4",0.356,"Hydroideselegans",0.834,"hydroides_elegans",75
"RF","PA1","RUN5",0.756,"Hydroideselegans",0.96,"hydroides_elegans",75
"MAXNET","PA1","RUN5",0.889,"Hydroideselegans",0.95,"hydroides_elegans",75
"MARS","PA1","RUN5",0.756,"Hydroideselegans",0.939,"hydroides_elegans",75
"GAM","PA1","RUN5",0.689,"Hydroideselegans",0.875,"hydroides_elegans",75
"XGBOOST","PA1","RUN5",0.711,"Hydroideselegans",0.948,"hydroides_elegans",75
"RF","PA1","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MAXNET","PA1","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MARS","PA1","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"GAM","PA1","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"XGBOOST","PA1","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"RF","PA2","RUN1",0.778,"Hydroideselegans",0.93,"hydroides_elegans",75
"MAXNET","PA2","RUN1",0.756,"Hydroideselegans",0.853,"hydroides_elegans",75
"MARS","PA2","RUN1",0.733,"Hydroideselegans",0.855,"hydroides_elegans",75
"GAM","PA2","RUN1",0.378,"Hydroideselegans",0.784,"hydroides_elegans",75
"XGBOOST","PA2","RUN1",0.733,"Hydroideselegans",0.92,"hydroides_elegans",75
"RF","PA2","RUN2",0.689,"Hydroideselegans",0.867,"hydroides_elegans",75
"MAXNET","PA2","RUN2",0.733,"Hydroideselegans",0.864,"hydroides_elegans",75
"MARS","PA2","RUN2",0.622,"Hydroideselegans",0.81,"hydroides_elegans",75
"GAM","PA2","RUN2",0.489,"Hydroideselegans",0.761,"hydroides_elegans",75
"XGBOOST","PA2","RUN2",0.756,"Hydroideselegans",0.901,"hydroides_elegans",75
"RF","PA2","RUN3",0.444,"Hydroideselegans",0.751,"hydroides_elegans",75
"MAXNET","PA2","RUN3",0.533,"Hydroideselegans",0.777,"hydroides_elegans",75
"MARS","PA2","RUN3",0.4,"Hydroideselegans",0.719,"hydroides_elegans",75
"GAM","PA2","RUN3",0.156,"Hydroideselegans",0.564,"hydroides_elegans",75
"XGBOOST","PA2","RUN3",0.489,"Hydroideselegans",0.736,"hydroides_elegans",75
"RF","PA2","RUN4",0.533,"Hydroideselegans",0.899,"hydroides_elegans",75
"MAXNET","PA2","RUN4",0.689,"Hydroideselegans",0.869,"hydroides_elegans",75
"MARS","PA2","RUN4",0.578,"Hydroideselegans",0.885,"hydroides_elegans",75
"GAM","PA2","RUN4",0.422,"Hydroideselegans",0.738,"hydroides_elegans",75
"XGBOOST","PA2","RUN4",0.444,"Hydroideselegans",0.853,"hydroides_elegans",75
"RF","PA2","RUN5",0.689,"Hydroideselegans",0.961,"hydroides_elegans",75
"MAXNET","PA2","RUN5",0.844,"Hydroideselegans",0.944,"hydroides_elegans",75
"MARS","PA2","RUN5",0.756,"Hydroideselegans",0.901,"hydroides_elegans",75
"GAM","PA2","RUN5",0.556,"Hydroideselegans",0.811,"hydroides_elegans",75
"XGBOOST","PA2","RUN5",0.778,"Hydroideselegans",0.878,"hydroides_elegans",75
"RF","PA2","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MAXNET","PA2","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MARS","PA2","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"GAM","PA2","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"XGBOOST","PA2","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"RF","PA3","RUN1",0.444,"Hydroideselegans",0.817,"hydroides_elegans",75
"MAXNET","PA3","RUN1",0.556,"Hydroideselegans",0.827,"hydroides_elegans",75
"MARS","PA3","RUN1",0.489,"Hydroideselegans",0.805,"hydroides_elegans",75
"GAM","PA3","RUN1",0.533,"Hydroideselegans",0.73,"hydroides_elegans",75
"XGBOOST","PA3","RUN1",0.622,"Hydroideselegans",0.834,"hydroides_elegans",75
"RF","PA3","RUN2",0.6,"Hydroideselegans",0.908,"hydroides_elegans",75
"MAXNET","PA3","RUN2",0.667,"Hydroideselegans",0.891,"hydroides_elegans",75
"MARS","PA3","RUN2",0.533,"Hydroideselegans",0.814,"hydroides_elegans",75
"GAM","PA3","RUN2",0.533,"Hydroideselegans",0.808,"hydroides_elegans",75
"XGBOOST","PA3","RUN2",0.533,"Hydroideselegans",0.801,"hydroides_elegans",75
"RF","PA3","RUN3",0.511,"Hydroideselegans",0.879,"hydroides_elegans",75
"MAXNET","PA3","RUN3",0.556,"Hydroideselegans",0.897,"hydroides_elegans",75
"MARS","PA3","RUN3",0.467,"Hydroideselegans",0.829,"hydroides_elegans",75
"GAM","PA3","RUN3",0.244,"Hydroideselegans",0.701,"hydroides_elegans",75
"XGBOOST","PA3","RUN3",0.667,"Hydroideselegans",0.894,"hydroides_elegans",75
"RF","PA3","RUN4",0.644,"Hydroideselegans",0.933,"hydroides_elegans",75
"MAXNET","PA3","RUN4",0.711,"Hydroideselegans",0.87,"hydroides_elegans",75
"MARS","PA3","RUN4",0.667,"Hydroideselegans",0.915,"hydroides_elegans",75
"GAM","PA3","RUN4",0.489,"Hydroideselegans",0.77,"hydroides_elegans",75
"XGBOOST","PA3","RUN4",0.622,"Hydroideselegans",0.846,"hydroides_elegans",75
"RF","PA3","RUN5",0.689,"Hydroideselegans",0.854,"hydroides_elegans",75
"MAXNET","PA3","RUN5",0.756,"Hydroideselegans",0.887,"hydroides_elegans",75
"MARS","PA3","RUN5",0.578,"Hydroideselegans",0.79,"hydroides_elegans",75
"GAM","PA3","RUN5",0.6,"Hydroideselegans",0.818,"hydroides_elegans",75
"XGBOOST","PA3","RUN5",0.711,"Hydroideselegans",0.869,"hydroides_elegans",75
"RF","PA3","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MAXNET","PA3","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MARS","PA3","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"GAM","PA3","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"XGBOOST","PA3","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"RF","allData","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MAXNET","allData","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"MARS","allData","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"GAM","allData","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"XGBOOST","allData","allRun",NA,"Hydroideselegans",NA,"hydroides_elegans",75
"RF","PA1","RUN1",0.567,"Juxtacribrilinamutabilis",0.933,"juxtacribrilina_mutabilis",17
"MAXNET","PA1","RUN1",0.667,"Juxtacribrilinamutabilis",1,"juxtacribrilina_mutabilis",17
"MARS","PA1","RUN1",0.233,"Juxtacribrilinamutabilis",0.683,"juxtacribrilina_mutabilis",17
"GAM","PA1","RUN1",0.233,"Juxtacribrilinamutabilis",0.617,"juxtacribrilina_mutabilis",17
"XGBOOST","PA1","RUN1",0.567,"Juxtacribrilinamutabilis",0.917,"juxtacribrilina_mutabilis",17
"RF","PA1","RUN2",0.65,"Juxtacribrilinamutabilis",0.912,"juxtacribrilina_mutabilis",17
"MAXNET","PA1","RUN2",0.55,"Juxtacribrilinamutabilis",0.875,"juxtacribrilina_mutabilis",17
"MARS","PA1","RUN2",0.3,"Juxtacribrilinamutabilis",0.725,"juxtacribrilina_mutabilis",17
"GAM","PA1","RUN2",0.2,"Juxtacribrilinamutabilis",0.575,"juxtacribrilina_mutabilis",17
"XGBOOST","PA1","RUN2",0.65,"Juxtacribrilinamutabilis",0.812,"juxtacribrilina_mutabilis",17
"RF","PA1","RUN3",0.576,"Juxtacribrilinamutabilis",0.818,"juxtacribrilina_mutabilis",17
"MAXNET","PA1","RUN3",0.636,"Juxtacribrilinamutabilis",0.864,"juxtacribrilina_mutabilis",17
"MARS","PA1","RUN3",0.333,"Juxtacribrilinamutabilis",0.909,"juxtacribrilina_mutabilis",17
"GAM","PA1","RUN3",-0.121,"Juxtacribrilinamutabilis",0.439,"juxtacribrilina_mutabilis",17
"XGBOOST","PA1","RUN3",0.152,"Juxtacribrilinamutabilis",0.848,"juxtacribrilina_mutabilis",17
"RF","PA1","RUN4",1,"Juxtacribrilinamutabilis",1,"juxtacribrilina_mutabilis",17
"MAXNET","PA1","RUN4",0.7,"Juxtacribrilinamutabilis",1,"juxtacribrilina_mutabilis",17
"MARS","PA1","RUN4",0.5,"Juxtacribrilinamutabilis",0.7,"juxtacribrilina_mutabilis",17
"GAM","PA1","RUN4",0.75,"Juxtacribrilinamutabilis",0.875,"juxtacribrilina_mutabilis",17
"XGBOOST","PA1","RUN4",1,"Juxtacribrilinamutabilis",1,"juxtacribrilina_mutabilis",17
"RF","PA1","RUN5",0.567,"Juxtacribrilinamutabilis",0.9,"juxtacribrilina_mutabilis",17
"MAXNET","PA1","RUN5",0.267,"Juxtacribrilinamutabilis",0.833,"juxtacribrilina_mutabilis",17
"MARS","PA1","RUN5",0.133,"Juxtacribrilinamutabilis",0.517,"juxtacribrilina_mutabilis",17
"GAM","PA1","RUN5",0.367,"Juxtacribrilinamutabilis",0.683,"juxtacribrilina_mutabilis",17
"XGBOOST","PA1","RUN5",0.567,"Juxtacribrilinamutabilis",0.933,"juxtacribrilina_mutabilis",17
"RF","PA1","allRun",NA,"Juxtacribrilinamutabilis",NA,"juxtacribrilina_mutabilis",17
"MAXNET","PA1","allRun",NA,"Juxtacribrilinamutabilis",NA,"juxtacribrilina_mutabilis",17
"MARS","PA1","allRun",NA,"Juxtacribrilinamutabilis",NA,"juxtacribrilina_mutabilis",17
"GAM","PA1","allRun",NA,"Juxtacribrilinamutabilis",NA,"juxtacribrilina_mutabilis",17
"XGBOOST","PA1","allRun",NA,"Juxtacribrilinamutabilis",NA,"juxtacribrilina_mutabilis",17
"RF","PA2","RUN1",0.233,"Juxtacribrilinamutabilis",0.867,"juxtacribrilina_mutabilis",17
"MAXNET","PA2","RUN1",0.233,"Juxtacribrilinamutabilis",0.767,"juxtacribrilina_mutabilis",17
"MARS","PA2","RUN1",0.467,"Juxtacribrilinamutabilis",0.633,"juxtacribrilina_mutabilis",17
"GAM","PA2","RUN1",0.133,"Juxtacribrilinamutabilis",0.533,"juxtacribrilina_mutabilis",17
"XGBOOST","PA2","RUN1",0.233,"Juxtacribrilinamutabilis",0.7,"juxtacribrilina_mutabilis",17
