"algo","PA","run","TSS","species","AUC","species_original","n_occ"
"MARS","PA1","RUN1",0.739,"Gonionemusvertens",0.881,"gonionemus_vertens",63
"GAM","PA1","RUN1",0.431,"Gonionemusvertens",0.802,"gonionemus_vertens",63
"XGBOOST","PA1","RUN1",0.763,"Gonionemusvertens",0.918,"gonionemus_vertens",63
"RF","PA1","RUN2",0.752,"Gonionemusvertens",0.893,"gonionemus_vertens",63
"MAXNET","PA1","RUN2",0.615,"Gonionemusvertens",0.921,"gonionemus_vertens",63
"MARS","PA1","RUN2",0.588,"Gonionemusvertens",0.874,"gonionemus_vertens",63
"GAM","PA1","RUN2",0.372,"Gonionemusvertens",0.851,"gonionemus_vertens",63
"XGBOOST","PA1","RUN2",0.617,"Gonionemusvertens",0.814,"gonionemus_vertens",63
"RF","PA1","RUN3",0.431,"Gonionemusvertens",0.766,"gonionemus_vertens",63
"MAXNET","PA1","RUN3",0.532,"Gonionemusvertens",0.808,"gonionemus_vertens",63
"MARS","PA1","RUN3",0.377,"Gonionemusvertens",0.77,"gonionemus_vertens",63
"GAM","PA1","RUN3",0.377,"Gonionemusvertens",0.741,"gonionemus_vertens",63
"XGBOOST","PA1","RUN3",0.482,"Gonionemusvertens",0.826,"gonionemus_vertens",63
"RF","PA1","RUN4",0.642,"Gonionemusvertens",0.868,"gonionemus_vertens",63
"MAXNET","PA1","RUN4",0.673,"Gonionemusvertens",0.865,"gonionemus_vertens",63
"MARS","PA1","RUN4",0.615,"Gonionemusvertens",0.864,"gonionemus_vertens",63
"GAM","PA1","RUN4",0.644,"Gonionemusvertens",0.875,"gonionemus_vertens",63
"XGBOOST","PA1","RUN4",0.725,"Gonionemusvertens",0.881,"gonionemus_vertens",63
"RF","PA1","RUN5",0.717,"Gonionemusvertens",0.915,"gonionemus_vertens",63
"MAXNET","PA1","RUN5",0.69,"Gonionemusvertens",0.935,"gonionemus_vertens",63
"MARS","PA1","RUN5",0.613,"Gonionemusvertens",0.899,"gonionemus_vertens",63
"GAM","PA1","RUN5",0.431,"Gonionemusvertens",0.844,"gonionemus_vertens",63
"XGBOOST","PA1","RUN5",0.534,"Gonionemusvertens",0.842,"gonionemus_vertens",63
"RF","PA1","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MAXNET","PA1","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MARS","PA1","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"GAM","PA1","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"XGBOOST","PA1","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"RF","PA2","RUN1",0.534,"Gonionemusvertens",0.861,"gonionemus_vertens",63
"MAXNET","PA2","RUN1",0.508,"Gonionemusvertens",0.877,"gonionemus_vertens",63
"MARS","PA2","RUN1",0.536,"Gonionemusvertens",0.889,"gonionemus_vertens",63
"GAM","PA2","RUN1",0.429,"Gonionemusvertens",0.842,"gonionemus_vertens",63
"XGBOOST","PA2","RUN1",0.611,"Gonionemusvertens",0.867,"gonionemus_vertens",63
"RF","PA2","RUN2",0.728,"Gonionemusvertens",0.908,"gonionemus_vertens",63
"MAXNET","PA2","RUN2",0.535,"Gonionemusvertens",0.925,"gonionemus_vertens",63
"MARS","PA2","RUN2",0.706,"Gonionemusvertens",0.947,"gonionemus_vertens",63
"GAM","PA2","RUN2",0.535,"Gonionemusvertens",0.911,"gonionemus_vertens",63
"XGBOOST","PA2","RUN2",0.456,"Gonionemusvertens",0.851,"gonionemus_vertens",63
"RF","PA2","RUN3",0.503,"Gonionemusvertens",0.819,"gonionemus_vertens",63
"MAXNET","PA2","RUN3",0.48,"Gonionemusvertens",0.806,"gonionemus_vertens",63
"MARS","PA2","RUN3",0.534,"Gonionemusvertens",0.82,"gonionemus_vertens",63
"GAM","PA2","RUN3",0.526,"Gonionemusvertens",0.826,"gonionemus_vertens",63
"XGBOOST","PA2","RUN3",0.557,"Gonionemusvertens",0.775,"gonionemus_vertens",63
"RF","PA2","RUN4",0.561,"Gonionemusvertens",0.839,"gonionemus_vertens",63
"MAXNET","PA2","RUN4",0.649,"Gonionemusvertens",0.84,"gonionemus_vertens",63
"MARS","PA2","RUN4",0.702,"Gonionemusvertens",0.871,"gonionemus_vertens",63
"GAM","PA2","RUN4",0.509,"Gonionemusvertens",0.829,"gonionemus_vertens",63
"XGBOOST","PA2","RUN4",0.785,"Gonionemusvertens",0.868,"gonionemus_vertens",63
"RF","PA2","RUN5",0.868,"Gonionemusvertens",0.98,"gonionemus_vertens",63
"MAXNET","PA2","RUN5",0.763,"Gonionemusvertens",0.984,"gonionemus_vertens",63
"MARS","PA2","RUN5",0.868,"Gonionemusvertens",0.98,"gonionemus_vertens",63
"GAM","PA2","RUN5",0.737,"Gonionemusvertens",0.988,"gonionemus_vertens",63
"XGBOOST","PA2","RUN5",0.688,"Gonionemusvertens",0.909,"gonionemus_vertens",63
"RF","PA2","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MAXNET","PA2","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MARS","PA2","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"GAM","PA2","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"XGBOOST","PA2","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"RF","PA3","RUN1",0.431,"Gonionemusvertens",0.791,"gonionemus_vertens",63
"MAXNET","PA3","RUN1",0.482,"Gonionemusvertens",0.779,"gonionemus_vertens",63
"MARS","PA3","RUN1",0.429,"Gonionemusvertens",0.729,"gonionemus_vertens",63
"GAM","PA3","RUN1",0.48,"Gonionemusvertens",0.747,"gonionemus_vertens",63
"XGBOOST","PA3","RUN1",0.379,"Gonionemusvertens",0.788,"gonionemus_vertens",63
"RF","PA3","RUN2",0.566,"Gonionemusvertens",0.916,"gonionemus_vertens",63
"MAXNET","PA3","RUN2",0.654,"Gonionemusvertens",0.902,"gonionemus_vertens",63
"MARS","PA3","RUN2",0.605,"Gonionemusvertens",0.89,"gonionemus_vertens",63
"GAM","PA3","RUN2",0.785,"Gonionemusvertens",0.91,"gonionemus_vertens",63
"XGBOOST","PA3","RUN2",0.654,"Gonionemusvertens",0.868,"gonionemus_vertens",63
"RF","PA3","RUN3",0.507,"Gonionemusvertens",0.846,"gonionemus_vertens",63
"MAXNET","PA3","RUN3",0.607,"Gonionemusvertens",0.84,"gonionemus_vertens",63
"MARS","PA3","RUN3",0.48,"Gonionemusvertens",0.856,"gonionemus_vertens",63
"GAM","PA3","RUN3",0.453,"Gonionemusvertens",0.817,"gonionemus_vertens",63
"XGBOOST","PA3","RUN3",0.557,"Gonionemusvertens",0.799,"gonionemus_vertens",63
"RF","PA3","RUN4",0.535,"Gonionemusvertens",0.852,"gonionemus_vertens",63
"MAXNET","PA3","RUN4",0.368,"Gonionemusvertens",0.854,"gonionemus_vertens",63
"MARS","PA3","RUN4",0.32,"Gonionemusvertens",0.761,"gonionemus_vertens",63
"GAM","PA3","RUN4",0.377,"Gonionemusvertens",0.855,"gonionemus_vertens",63
"XGBOOST","PA3","RUN4",0.671,"Gonionemusvertens",0.871,"gonionemus_vertens",63
"RF","PA3","RUN5",0.636,"Gonionemusvertens",0.867,"gonionemus_vertens",63
"MAXNET","PA3","RUN5",0.455,"Gonionemusvertens",0.852,"gonionemus_vertens",63
"MARS","PA3","RUN5",0.377,"Gonionemusvertens",0.722,"gonionemus_vertens",63
"GAM","PA3","RUN5",0.455,"Gonionemusvertens",0.819,"gonionemus_vertens",63
"XGBOOST","PA3","RUN5",0.532,"Gonionemusvertens",0.834,"gonionemus_vertens",63
"RF","PA3","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MAXNET","PA3","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MARS","PA3","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"GAM","PA3","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"XGBOOST","PA3","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"RF","allData","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MAXNET","allData","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"MARS","allData","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"GAM","allData","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"XGBOOST","allData","allRun",NA,"Gonionemusvertens",NA,"gonionemus_vertens",63
"RF","PA1","RUN1",0.5,"Haloajaponica",0.977,"haloa_japonica",18
"MAXNET","PA1","RUN1",0.659,"Haloajaponica",0.977,"haloa_japonica",18
"MARS","PA1","RUN1",0.659,"Haloajaponica",0.886,"haloa_japonica",18
"GAM","PA1","RUN1",0.659,"Haloajaponica",0.83,"haloa_japonica",18
"XGBOOST","PA1","RUN1",0.5,"Haloajaponica",0.932,"haloa_japonica",18
"RF","PA1","RUN2",0.576,"Haloajaponica",0.909,"haloa_japonica",18
"MAXNET","PA1","RUN2",0.576,"Haloajaponica",0.909,"haloa_japonica",18
"MARS","PA1","RUN2",0.636,"Haloajaponica",0.818,"haloa_japonica",18
"GAM","PA1","RUN2",0.394,"Haloajaponica",0.697,"haloa_japonica",18
"XGBOOST","PA1","RUN2",0.576,"Haloajaponica",0.909,"haloa_japonica",18
"RF","PA1","RUN3",0.45,"Haloajaponica",0.75,"haloa_japonica",18
"MAXNET","PA1","RUN3",0.3,"Haloajaponica",0.7,"haloa_japonica",18
"MARS","PA1","RUN3",0.6,"Haloajaponica",0.825,"haloa_japonica",18
"GAM","PA1","RUN3",0.35,"Haloajaponica",0.675,"haloa_japonica",18
"XGBOOST","PA1","RUN3",0.05,"Haloajaponica",0.675,"haloa_japonica",18
"RF","PA1","RUN4",-0.091,"Haloajaponica",0.879,"haloa_japonica",18
"MAXNET","PA1","RUN4",0.818,"Haloajaponica",0.939,"haloa_japonica",18
"MARS","PA1","RUN4",0.576,"Haloajaponica",0.773,"haloa_japonica",18
"GAM","PA1","RUN4",0.485,"Haloajaponica",0.712,"haloa_japonica",18
"XGBOOST","PA1","RUN4",0.818,"Haloajaponica",0.894,"haloa_japonica",18
"RF","PA1","RUN5",0.159,"Haloajaponica",0.932,"haloa_japonica",18
"MAXNET","PA1","RUN5",0.659,"Haloajaponica",0.955,"haloa_japonica",18
"MARS","PA1","RUN5",0,"Haloajaponica",0.5,"haloa_japonica",18
"GAM","PA1","RUN5",0,"Haloajaponica",0.5,"haloa_japonica",18
"XGBOOST","PA1","RUN5",0.159,"Haloajaponica",0.773,"haloa_japonica",18
"RF","PA1","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MAXNET","PA1","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MARS","PA1","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"GAM","PA1","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"XGBOOST","PA1","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"RF","PA2","RUN1",0.25,"Haloajaponica",0.864,"haloa_japonica",18
"MAXNET","PA2","RUN1",0.568,"Haloajaponica",0.841,"haloa_japonica",18
"MARS","PA2","RUN1",0.409,"Haloajaponica",0.693,"haloa_japonica",18
"GAM","PA2","RUN1",-0.182,"Haloajaponica",0.409,"haloa_japonica",18
"XGBOOST","PA2","RUN1",0.159,"Haloajaponica",0.818,"haloa_japonica",18
"RF","PA2","RUN2",0.576,"Haloajaponica",0.879,"haloa_japonica",18
"MAXNET","PA2","RUN2",0.909,"Haloajaponica",0.97,"haloa_japonica",18
"MARS","PA2","RUN2",0.667,"Haloajaponica",0.97,"haloa_japonica",18
"GAM","PA2","RUN2",-0.212,"Haloajaponica",0.47,"haloa_japonica",18
"XGBOOST","PA2","RUN2",0.242,"Haloajaponica",0.909,"haloa_japonica",18
"RF","PA2","RUN3",-0.1,"Haloajaponica",0.9,"haloa_japonica",18
"MAXNET","PA2","RUN3",0.65,"Haloajaponica",0.9,"haloa_japonica",18
"MARS","PA2","RUN3",0.5,"Haloajaponica",0.75,"haloa_japonica",18
"GAM","PA2","RUN3",0.05,"Haloajaponica",0.625,"haloa_japonica",18
"XGBOOST","PA2","RUN3",0.3,"Haloajaponica",0.85,"haloa_japonica",18
"RF","PA2","RUN4",0.727,"Haloajaponica",0.909,"haloa_japonica",18
"MAXNET","PA2","RUN4",0.727,"Haloajaponica",0.879,"haloa_japonica",18
"MARS","PA2","RUN4",0.727,"Haloajaponica",0.864,"haloa_japonica",18
"GAM","PA2","RUN4",0.394,"Haloajaponica",0.682,"haloa_japonica",18
"XGBOOST","PA2","RUN4",0.818,"Haloajaponica",0.955,"haloa_japonica",18
"RF","PA2","RUN5",0.75,"Haloajaponica",0.898,"haloa_japonica",18
"MAXNET","PA2","RUN5",0.159,"Haloajaponica",0.886,"haloa_japonica",18
"MARS","PA2","RUN5",0.75,"Haloajaponica",0.852,"haloa_japonica",18
"GAM","PA2","RUN5",0.409,"Haloajaponica",0.682,"haloa_japonica",18
"XGBOOST","PA2","RUN5",0.75,"Haloajaponica",0.864,"haloa_japonica",18
"RF","PA2","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MAXNET","PA2","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MARS","PA2","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"GAM","PA2","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"XGBOOST","PA2","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"RF","PA3","RUN1",0.659,"Haloajaponica",0.955,"haloa_japonica",18
"MAXNET","PA3","RUN1",0.727,"Haloajaponica",0.864,"haloa_japonica",18
"MARS","PA3","RUN1",0.727,"Haloajaponica",0.864,"haloa_japonica",18
"GAM","PA3","RUN1",0.636,"Haloajaponica",0.818,"haloa_japonica",18
"XGBOOST","PA3","RUN1",0.727,"Haloajaponica",0.864,"haloa_japonica",18
"RF","PA3","RUN2",0.485,"Haloajaponica",0.848,"haloa_japonica",18
"MAXNET","PA3","RUN2",0.152,"Haloajaponica",0.758,"haloa_japonica",18
"MARS","PA3","RUN2",0.818,"Haloajaponica",0.879,"haloa_japonica",18
"GAM","PA3","RUN2",0.667,"Haloajaponica",0.833,"haloa_japonica",18
"XGBOOST","PA3","RUN2",0.485,"Haloajaponica",0.803,"haloa_japonica",18
"RF","PA3","RUN3",0.5,"Haloajaponica",1,"haloa_japonica",18
"MAXNET","PA3","RUN3",0.75,"Haloajaponica",1,"haloa_japonica",18
"MARS","PA3","RUN3",0.25,"Haloajaponica",0.625,"haloa_japonica",18
"GAM","PA3","RUN3",0.55,"Haloajaponica",0.75,"haloa_japonica",18
"XGBOOST","PA3","RUN3",0.75,"Haloajaponica",1,"haloa_japonica",18
"RF","PA3","RUN4",0.576,"Haloajaponica",0.909,"haloa_japonica",18
"MAXNET","PA3","RUN4",0.333,"Haloajaponica",0.788,"haloa_japonica",18
"MARS","PA3","RUN4",0.394,"Haloajaponica",0.697,"haloa_japonica",18
"GAM","PA3","RUN4",0.061,"Haloajaponica",0.53,"haloa_japonica",18
"XGBOOST","PA3","RUN4",0.667,"Haloajaponica",0.985,"haloa_japonica",18
"RF","PA3","RUN5",0.659,"Haloajaponica",0.909,"haloa_japonica",18
"MAXNET","PA3","RUN5",0.818,"Haloajaponica",0.977,"haloa_japonica",18
"MARS","PA3","RUN5",0.227,"Haloajaponica",0.67,"haloa_japonica",18
"GAM","PA3","RUN5",0.659,"Haloajaponica",0.83,"haloa_japonica",18
"XGBOOST","PA3","RUN5",0.568,"Haloajaponica",0.886,"haloa_japonica",18
"RF","PA3","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MAXNET","PA3","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MARS","PA3","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"GAM","PA3","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"XGBOOST","PA3","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"RF","allData","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MAXNET","allData","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"MARS","allData","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"GAM","allData","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"XGBOOST","allData","allRun",NA,"Haloajaponica",NA,"haloa_japonica",18
"RF","PA1","RUN1",0.549,"Haminellasolitaria",0.882,"haminella_solitaria",29
"MAXNET","PA1","RUN1",0.598,"Haminellasolitaria",0.873,"haminella_solitaria",29
"MARS","PA1","RUN1",0.608,"Haminellasolitaria",0.824,"haminella_solitaria",29
"GAM","PA1","RUN1",0.657,"Haminellasolitaria",0.779,"haminella_solitaria",29
"XGBOOST","PA1","RUN1",0.441,"Haminellasolitaria",0.873,"haminella_solitaria",29
"RF","PA1","RUN2",0.944,"Haminellasolitaria",0.991,"haminella_solitaria",29
"MAXNET","PA1","RUN2",0.722,"Haminellasolitaria",0.972,"haminella_solitaria",29
"MARS","PA1","RUN2",0.778,"Haminellasolitaria",0.944,"haminella_solitaria",29
"GAM","PA1","RUN2",0.389,"Haminellasolitaria",0.866,"haminella_solitaria",29
"XGBOOST","PA1","RUN2",0.722,"Haminellasolitaria",0.954,"haminella_solitaria",29
"RF","PA1","RUN3",0.482,"Haminellasolitaria",0.835,"haminella_solitaria",29
"MAXNET","PA1","RUN3",0.541,"Haminellasolitaria",0.894,"haminella_solitaria",29
"MARS","PA1","RUN3",0.682,"Haminellasolitaria",0.829,"haminella_solitaria",29
"GAM","PA1","RUN3",0.365,"Haminellasolitaria",0.7,"haminella_solitaria",29
"XGBOOST","PA1","RUN3",0.082,"Haminellasolitaria",0.788,"haminella_solitaria",29
"RF","PA1","RUN4",0.611,"Haminellasolitaria",0.944,"haminella_solitaria",29
"MAXNET","PA1","RUN4",0.611,"Haminellasolitaria",0.87,"haminella_solitaria",29
"MARS","PA1","RUN4",0.333,"Haminellasolitaria",0.75,"haminella_solitaria",29
"GAM","PA1","RUN4",0.444,"Haminellasolitaria",0.708,"haminella_solitaria",29
"XGBOOST","PA1","RUN4",0.778,"Haminellasolitaria",0.819,"haminella_solitaria",29
"RF","PA1","RUN5",0.657,"Haminellasolitaria",0.902,"haminella_solitaria",29
"MAXNET","PA1","RUN5",0.598,"Haminellasolitaria",0.804,"haminella_solitaria",29
"MARS","PA1","RUN5",0.324,"Haminellasolitaria",0.716,"haminella_solitaria",29
"GAM","PA1","RUN5",0.598,"Haminellasolitaria",0.853,"haminella_solitaria",29
"XGBOOST","PA1","RUN5",0.382,"Haminellasolitaria",0.868,"haminella_solitaria",29
"RF","PA1","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MAXNET","PA1","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MARS","PA1","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"GAM","PA1","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"XGBOOST","PA1","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"RF","PA2","RUN1",0.255,"Haminellasolitaria",0.716,"haminella_solitaria",29
"MAXNET","PA2","RUN1",0.147,"Haminellasolitaria",0.686,"haminella_solitaria",29
"MARS","PA2","RUN1",0.206,"Haminellasolitaria",0.627,"haminella_solitaria",29
"GAM","PA2","RUN1",0.098,"Haminellasolitaria",0.549,"haminella_solitaria",29
"XGBOOST","PA2","RUN1",0.255,"Haminellasolitaria",0.701,"haminella_solitaria",29
"RF","PA2","RUN2",0.944,"Haminellasolitaria",0.981,"haminella_solitaria",29
"MAXNET","PA2","RUN2",0.889,"Haminellasolitaria",0.972,"haminella_solitaria",29
"MARS","PA2","RUN2",0.722,"Haminellasolitaria",0.889,"haminella_solitaria",29
"GAM","PA2","RUN2",0.722,"Haminellasolitaria",0.917,"haminella_solitaria",29
"XGBOOST","PA2","RUN2",0.722,"Haminellasolitaria",0.94,"haminella_solitaria",29
"RF","PA2","RUN3",-0.118,"Haminellasolitaria",0.812,"haminella_solitaria",29
"MAXNET","PA2","RUN3",0.165,"Haminellasolitaria",0.718,"haminella_solitaria",29
"MARS","PA2","RUN3",0.082,"Haminellasolitaria",0.788,"haminella_solitaria",29
"GAM","PA2","RUN3",0.106,"Haminellasolitaria",0.553,"haminella_solitaria",29
"XGBOOST","PA2","RUN3",0.482,"Haminellasolitaria",0.8,"haminella_solitaria",29
"RF","PA2","RUN4",0.722,"Haminellasolitaria",0.935,"haminella_solitaria",29
"MAXNET","PA2","RUN4",0.778,"Haminellasolitaria",0.981,"haminella_solitaria",29
"MARS","PA2","RUN4",0.167,"Haminellasolitaria",0.583,"haminella_solitaria",29
"GAM","PA2","RUN4",0.5,"Haminellasolitaria",0.88,"haminella_solitaria",29
"XGBOOST","PA2","RUN4",0.611,"Haminellasolitaria",0.819,"haminella_solitaria",29
"RF","PA2","RUN5",0.833,"Haminellasolitaria",0.99,"haminella_solitaria",29
"MAXNET","PA2","RUN5",0.657,"Haminellasolitaria",0.971,"haminella_solitaria",29
"MARS","PA2","RUN5",0.765,"Haminellasolitaria",0.951,"haminella_solitaria",29
"GAM","PA2","RUN5",0.824,"Haminellasolitaria",1,"haminella_solitaria",29
"XGBOOST","PA2","RUN5",0.608,"Haminellasolitaria",0.941,"haminella_solitaria",29
"RF","PA2","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MAXNET","PA2","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MARS","PA2","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"GAM","PA2","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"XGBOOST","PA2","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"RF","PA3","RUN1",0.441,"Haminellasolitaria",0.951,"haminella_solitaria",29
"MAXNET","PA3","RUN1",0.765,"Haminellasolitaria",0.902,"haminella_solitaria",29
"MARS","PA3","RUN1",0.765,"Haminellasolitaria",0.931,"haminella_solitaria",29
"GAM","PA3","RUN1",0.598,"Haminellasolitaria",0.765,"haminella_solitaria",29
"XGBOOST","PA3","RUN1",0.608,"Haminellasolitaria",0.946,"haminella_solitaria",29
"RF","PA3","RUN2",0.556,"Haminellasolitaria",0.907,"haminella_solitaria",29
"MAXNET","PA3","RUN2",0.611,"Haminellasolitaria",0.829,"haminella_solitaria",29
"MARS","PA3","RUN2",0.556,"Haminellasolitaria",0.773,"haminella_solitaria",29
"GAM","PA3","RUN2",0.556,"Haminellasolitaria",0.801,"haminella_solitaria",29
"XGBOOST","PA3","RUN2",0.5,"Haminellasolitaria",0.866,"haminella_solitaria",29
"RF","PA3","RUN3",0.624,"Haminellasolitaria",0.871,"haminella_solitaria",29
"MAXNET","PA3","RUN3",0.765,"Haminellasolitaria",0.906,"haminella_solitaria",29
"MARS","PA3","RUN3",0.647,"Haminellasolitaria",0.882,"haminella_solitaria",29
"GAM","PA3","RUN3",0.565,"Haminellasolitaria",0.906,"haminella_solitaria",29
"XGBOOST","PA3","RUN3",0.706,"Haminellasolitaria",0.882,"haminella_solitaria",29
"RF","PA3","RUN4",0.444,"Haminellasolitaria",0.944,"haminella_solitaria",29
"MAXNET","PA3","RUN4",0.444,"Haminellasolitaria",0.944,"haminella_solitaria",29
"MARS","PA3","RUN4",0.167,"Haminellasolitaria",0.704,"haminella_solitaria",29
"GAM","PA3","RUN4",0.222,"Haminellasolitaria",0.745,"haminella_solitaria",29
"XGBOOST","PA3","RUN4",0.611,"Haminellasolitaria",0.931,"haminella_solitaria",29
"RF","PA3","RUN5",0.324,"Haminellasolitaria",0.814,"haminella_solitaria",29
"MAXNET","PA3","RUN5",0.265,"Haminellasolitaria",0.819,"haminella_solitaria",29
"MARS","PA3","RUN5",0.324,"Haminellasolitaria",0.784,"haminella_solitaria",29
"GAM","PA3","RUN5",0.206,"Haminellasolitaria",0.804,"haminella_solitaria",29
"XGBOOST","PA3","RUN5",0.324,"Haminellasolitaria",0.804,"haminella_solitaria",29
"RF","PA3","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MAXNET","PA3","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MARS","PA3","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"GAM","PA3","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"XGBOOST","PA3","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"RF","allData","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MAXNET","allData","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"MARS","allData","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"GAM","allData","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"XGBOOST","allData","allRun",NA,"Haminellasolitaria",NA,"haminella_solitaria",29
"RF","PA1","RUN1",0.68,"Hemigrapsustakanoi",0.958,"hemigrapsus_takanoi",132
"MAXNET","PA1","RUN1",0.783,"Hemigrapsustakanoi",0.959,"hemigrapsus_takanoi",132
"MARS","PA1","RUN1",0.732,"Hemigrapsustakanoi",0.948,"hemigrapsus_takanoi",132
"GAM","PA1","RUN1",0.757,"Hemigrapsustakanoi",0.96,"hemigrapsus_takanoi",132
"XGBOOST","PA1","RUN1",0.77,"Hemigrapsustakanoi",0.959,"hemigrapsus_takanoi",132
"RF","PA1","RUN2",0.801,"Hemigrapsustakanoi",0.972,"hemigrapsus_takanoi",132
"MAXNET","PA1","RUN2",0.787,"Hemigrapsustakanoi",0.959,"hemigrapsus_takanoi",132
"MARS","PA1","RUN2",0.661,"Hemigrapsustakanoi",0.936,"hemigrapsus_takanoi",132
"GAM","PA1","RUN2",0.663,"Hemigrapsustakanoi",0.939,"hemigrapsus_takanoi",132
"XGBOOST","PA1","RUN2",0.773,"Hemigrapsustakanoi",0.946,"hemigrapsus_takanoi",132
"RF","PA1","RUN3",0.719,"Hemigrapsustakanoi",0.961,"hemigrapsus_takanoi",132
"MAXNET","PA1","RUN3",0.887,"Hemigrapsustakanoi",0.946,"hemigrapsus_takanoi",132
"MARS","PA1","RUN3",0.747,"Hemigrapsustakanoi",0.943,"hemigrapsus_takanoi",132
"GAM","PA1","RUN3",0.812,"Hemigrapsustakanoi",0.965,"hemigrapsus_takanoi",132
"XGBOOST","PA1","RUN3",0.708,"Hemigrapsustakanoi",0.941,"hemigrapsus_takanoi",132
"RF","PA1","RUN4",0.726,"Hemigrapsustakanoi",0.964,"hemigrapsus_takanoi",132
"MAXNET","PA1","RUN4",0.724,"Hemigrapsustakanoi",0.948,"hemigrapsus_takanoi",132
"MARS","PA1","RUN4",0.775,"Hemigrapsustakanoi",0.941,"hemigrapsus_takanoi",132
"GAM","PA1","RUN4",0.725,"Hemigrapsustakanoi",0.951,"hemigrapsus_takanoi",132
"XGBOOST","PA1","RUN4",0.565,"Hemigrapsustakanoi",0.925,"hemigrapsus_takanoi",132
"RF","PA1","RUN5",0.77,"Hemigrapsustakanoi",0.967,"hemigrapsus_takanoi",132
"MAXNET","PA1","RUN5",0.822,"Hemigrapsustakanoi",0.968,"hemigrapsus_takanoi",132
"MARS","PA1","RUN5",0.822,"Hemigrapsustakanoi",0.961,"hemigrapsus_takanoi",132
"GAM","PA1","RUN5",0.771,"Hemigrapsustakanoi",0.965,"hemigrapsus_takanoi",132
"XGBOOST","PA1","RUN5",0.745,"Hemigrapsustakanoi",0.959,"hemigrapsus_takanoi",132
"RF","PA1","allRun",NA,"Hemigrapsustakanoi",NA,"hemigrapsus_takanoi",132
